query,model,rank,doc_id,score,term_overlap,term_overlap_ratio,content_snippet,relevan_manual
polisi korban tewas pembunuhan,QL (No Smoothing),8,9673,-16.251678556839344,4,1.0,"  Warga Desa Lubuk Harjo, Kecamatan Belitang Madang Jaya, Ogan Komering Ulu (OKU) Timur, Sumatera Selatan, geger dengan adanya tindak pidana pembunuhan yang dialami seorang ibu rumah tangga Asmiana (3",
polisi korban tewas pembunuhan,QL (No Smoothing),9,9798,-16.498122054885656,4,1.0,"  Polisi mengungkap kasus pembunuhan terhadap Putra (30) di perkebunan tebu Desa Seri Kembang III, Kecamatan Payaraman, Ogan Ilir, Sumatera Selatan. Pria itu ternyata dihabisi sekelompok warga sekampu",
polisi korban tewas pembunuhan,QL (No Smoothing),10,9173,-16.63278963894624,4,1.0,  Seorang pengantar air galon berinisial AS (19) di Pinrang tega membunuh seorang ibu SE (34) dan anaknya MA (10). Dia diduga nekat melakukan pembunuhan karena ketahuan saat hendak memerkosa. Kepala S,
polisi korban tewas pembunuhan,QL (Laplace),1,7105,-38.70551106102693,4,1.0,"  Mayat wanita tanpa identitas ditemukan warga di Jalan Kampung Buher, Kelurahan Karangpawitan, Kecamatan Karawang Barat, Senin (15/3) pagi. Diduga, jasad perempuan itu merupakan korban pembunuhan dib",
polisi korban tewas pembunuhan,QL (Laplace),2,9897,-38.95095839228958,4,1.0,"  Sehari usai kejadian, polisi meringkus pelaku pembunuhan dan penganiayaan pasangan suami istri Sukadi (37) dan Erika (25). Pelaku Irawan (37) terancam 15 tahun penjara. Pelaku diamankan dalam persem",
polisi korban tewas pembunuhan,QL (Laplace),3,9781,-39.57623615069883,4,1.0,"  Masyarakat Desa Taja Indah, Kecamatan Betung, Banyuasin, Sumatera Selatan, gempar dengan penemuan mayat warganya, Mardinator alias Ligat (30) di kebun karet. Polisi menduga korban tewas karena tinda",
polisi korban tewas pembunuhan,QL (Laplace),4,7228,-39.66518193692536,4,1.0,"  Oon (55), warga Kamurang, Desa Jatimulya, Kecamatan Pedes, Karawang, tewas dalam kondisi bersimbah darah akibat luka bacok. Janda anak tiga itu, meregang nyawa sekira pukul 01.00 WIB, Rabu (5/2) din",
polisi korban tewas pembunuhan,QL (Laplace),5,5676,-39.92115559098196,4,1.0,"  Penyidik Reskrim Polres Rote Ndao, Nusa Tenggara Timur segera mengagendakan reka ulang kasus pembunuhan untuk melengkapi berkas perkara demi pelimpahan ke Kejaksaan Negeri. ""Kita sudah periksa saksi",
polisi korban tewas pembunuhan,QL (Laplace),6,12014,-40.086153719374046,4,1.0,"  Tim Opsnal Serigala Polres Lebak menciduk seorang pria berinisial SR (51). Petani asal Lebak itu ditangkap polisi karena diduga telah membunuh temannya, Jamingan. Kabid Humas Polda Banten AKBP Shint",
polisi korban tewas pembunuhan,QL (Laplace),7,12231,-40.25709058782286,3,0.75,  Satuan Reserse Kriminal Polresta Jayapura menangkap pelaku pembunuhan terhadap Nasruddin alias Acik (44). Peristiwa tersebut terjadi pada Senin (28/6) sekitar pukul 21.30 WIT. Pelaku diketahui berin,
polisi korban tewas pembunuhan,QL (Laplace),8,9899,-40.3002764419949,3,0.75,"  Warga bernama Sukadi (37) tewas di tempat dan istrinya Erika (25) mengalami banyak luka akibat dianiaya tetangganya sendiri, Irawan (37). Motif pembunuhan dilatarbelakangi dendam. Kasubag Humas Polr",
polisi korban tewas pembunuhan,QL (Laplace),9,10593,-40.310932625661835,3,0.75,"  Kasus pembunuhan pemilik Toko Emas Bintang Cenderawasih di Arso kian bergulir. Penyidik Reskrim Polresta Jayapura Kota, Papua, menetapkan Mahdi Merhaban (MM) sebagai tersangka. Pelaku merupakan seor",
polisi korban tewas pembunuhan,QL (Laplace),10,9798,-40.384825490458475,4,1.0,"  Polisi mengungkap kasus pembunuhan terhadap Putra (30) di perkebunan tebu Desa Seri Kembang III, Kecamatan Payaraman, Ogan Ilir, Sumatera Selatan. Pria itu ternyata dihabisi sekelompok warga sekampu",
polisi korban tewas pembunuhan,QL (Linear Interpolation),1,9781,-16.742884725759705,4,1.0,"  Masyarakat Desa Taja Indah, Kecamatan Betung, Banyuasin, Sumatera Selatan, gempar dengan penemuan mayat warganya, Mardinator alias Ligat (30) di kebun karet. Polisi menduga korban tewas karena tinda",
polisi korban tewas pembunuhan,QL (Linear Interpolation),2,9700,-17.686629990520366,4,1.0,  Tiga di antara lima pelaku pemerkosaan dan pembunuhan terhadap seorang perempuan berinisial R (28) di Musi Banyuasin ditangkap polisi. Mereka terancam hukuman mati atas perbuatannya. Ketiga pelaku A,
polisi korban tewas pembunuhan,QL (Linear Interpolation),3,9897,-17.847024904197838,4,1.0,"  Sehari usai kejadian, polisi meringkus pelaku pembunuhan dan penganiayaan pasangan suami istri Sukadi (37) dan Erika (25). Pelaku Irawan (37) terancam 15 tahun penjara. Pelaku diamankan dalam persem",
polisi korban tewas pembunuhan,QL (Linear Interpolation),4,7228,-17.997598639303405,4,1.0,"  Oon (55), warga Kamurang, Desa Jatimulya, Kecamatan Pedes, Karawang, tewas dalam kondisi bersimbah darah akibat luka bacok. Janda anak tiga itu, meregang nyawa sekira pukul 01.00 WIB, Rabu (5/2) din",
polisi korban tewas pembunuhan,QL (Linear Interpolation),5,7221,-18.152083751175848,4,1.0,"  SJ (17) ditemukan tewas di pinggir rel Stasiun Cikampek, dengan penuh luka dan leher terikat sabuk yang diikat di tiang. Setelah dilakukan penyelidikan, polisi menangkap pelaku yang juga teman korba",
polisi korban tewas pembunuhan,QL (Linear Interpolation),6,9836,-18.561598326472705,4,1.0,"  Hanya gara-gara disalip, sejumlah petani nekat membunuh pemotor bernama Sudirman (25). Tiap hari merasa dihantui, salah seorang pelaku bernama Rian Hidayat (39) akhirnya menyerahkan diri ke kantor p",
polisi korban tewas pembunuhan,QL (Linear Interpolation),7,9680,-18.750403914560714,4,1.0,"  Tak terima ditampar di depan banyak orang, Irawan (26), nekat membunuh seorang remaja, Hazri Junani (19). Satu setengah bulan buron, pelaku akhirnya ditangkap polisi. Peristiwa itu bermula ketika ke",
polisi korban tewas pembunuhan,QL (Linear Interpolation),8,9673,-18.836602586412873,4,1.0,"  Warga Desa Lubuk Harjo, Kecamatan Belitang Madang Jaya, Ogan Komering Ulu (OKU) Timur, Sumatera Selatan, geger dengan adanya tindak pidana pembunuhan yang dialami seorang ibu rumah tangga Asmiana (3",
polisi korban tewas pembunuhan,QL (Linear Interpolation),9,9798,-19.112607932090874,4,1.0,"  Polisi mengungkap kasus pembunuhan terhadap Putra (30) di perkebunan tebu Desa Seri Kembang III, Kecamatan Payaraman, Ogan Ilir, Sumatera Selatan. Pria itu ternyata dihabisi sekelompok warga sekampu",
polisi korban tewas pembunuhan,QL (Linear Interpolation),10,9173,-19.166424994478042,4,1.0,  Seorang pengantar air galon berinisial AS (19) di Pinrang tega membunuh seorang ibu SE (34) dan anaknya MA (10). Dia diduga nekat melakukan pembunuhan karena ketahuan saat hendak memerkosa. Kepala S,
